asv id,latitude,longitude,name,desc,color,source,precision
1,46.173856,6.021339,"Cartigny, Switzerland","Cartigny, GENÈVE, CH",,MapQuest,city/town
2,46.201756,6.146601,"Genf, Switzerland","Geneva, GENÈVE, CH",,MapQuest,city/town
3,46.232841,6.081779,"Meyrin, Switzerland","Meyrin, GENÈVE, CH",,MapQuest,city/town
4,46.264418,6.157064,"Genthod, Switzerland","Genthod, GENÈVE, CH",,MapQuest,city/town
5,46.236763,6.269155,"Jussy, Switzerland","Jussy, GENÈVE, CH",,MapQuest,city/town
6,46.316338,6.192951,"Coppet, Switzerland","Coppet, VAUD, CH",,MapQuest,city/town
7,47.595602,8.783005,"Nyon-Prangins, Switzerland","Neunforn, THURGAU, CH",,MapQuest,city/town
8,46.446839,6.157778,"St. Cergue, Switzerland","Saint-Cergue, VAUD, CH",,MapQuest,city/town
9,46.459061,6.341098,"Rolle, Switzerland","Rolle, VAUD, CH",,MapQuest,city/town
10,46.509327,6.498317,"Morges, Switzerland","Morges, VAUD, CH",,MapQuest,city/town
11,46.521827,6.632703,"Lausanne, Switzerland","Lausanne, VAUD, CH",,MapQuest,city/town
12,46.503277,6.686788,"Lutry, Switzerland","Lutry, VAUD, CH",,MapQuest,city/town
13,46.463078,6.84289,"Vevey, Switzerland","Vevey, VAUD, CH",,MapQuest,city/town
14,46.406472,6.971561,"Villeneuve, Switzerland","Villeneuve, VAUD, CH",,MapQuest,city/town
15,46.317901,6.968893,"Aigle, Switzerland","Aigle, VAUD, CH",,MapQuest,city/town
16,46.29897,7.05646,"Villars s. Ollon, Switzerland","Sentier du Victoria, Ollon, Vaud, CH",,MapQuest,street
17,46.247375,7.010776,"Bex, Switzerland","Bex, VAUD, CH",,MapQuest,city/town
18,46.255457,6.953783,"Monthey, Switzerland","Monthey, VALAIS - WALLIS, CH",,MapQuest,city/town
19,46.175679,6.868767,"Champéry, Switzerland","Champéry, VALAIS - WALLIS, CH",,MapQuest,city/town
20,46.083415,6.975772,"Finhaut, Switzerland","Finhaut, VALAIS - WALLIS, CH",,MapQuest,city/town
21,46.103115,7.072735,"Martigny, Switzerland","Martigny, VALAIS - WALLIS, CH",,MapQuest,city/town
22,46.030068,7.145363,"Orsières, Switzerland","Orsières, VALAIS - WALLIS, CH",,MapQuest,city/town
23,46.075744,7.075126,"Le Châble, Switzerland","Les Valettes, VALAIS - WALLIS, CH",,MapQuest,city/town
24,46.11273,7.495707,"Evolène, Switzerland","Evolène, VALAIS - WALLIS, CH",,MapQuest,city/town
25,46.024452,8.932552,"Vissoie, Switzerland","Vezia, TICINO, CH",,MapQuest,city/town
26,46.292252,7.53232,"Sierre, Switzerland","Sierre, VALAIS - WALLIS, CH",,MapQuest,city/town
27,46.346379,7.537519,"Mollens, Switzerland","Mollens, CH",,MapQuest,city/town
28,46.231175,7.35888,"Sitten, Switzerland","Sion, VALAIS - WALLIS, CH",,MapQuest,city/town
29,46.212346,7.259116,"Ardon, Switzerland","Ardon, VALAIS - WALLIS, CH",,MapQuest,city/town
30,46.34906,7.05266,"Ormont-La Forclaz, Switzerland","Route de la Forclaz, Ormont-Dessous, Vaud, CH",,MapQuest,street
31,46.473958,7.13056,"Château-d'Oex, Switzerland","Château-d'Œx, VAUD, CH",,MapQuest,city/town
32,46.487127,7.042571,"Montbovon, Switzerland","Montbovon, FRIBOURG, CH",,MapQuest,city/town
33,46.45513,6.89805,"Brent s. Montreux, Switzerland","Route de Brent, Montreux, Vaud, CH",,MapQuest,street
34,46.526529,6.899654,"Châtel-St-Denis, Switzerland","Châtel-Saint-Denis, FRIBOURG, CH",,MapQuest,city/town
35,46.570924,6.827467,"Oron-la-Ville, Switzerland","Oron-La-Ville, VAUD, CH",,MapQuest,city/town
36,46.587613,6.764993,"Mézières, Switzerland","Mézières, VAUD, CH",,MapQuest,city/town
37,46.548288,6.393457,"Froideville, Switzerland","Froideville, VAUD, CH",,MapQuest,city/town
38,46.50881,6.30707,"Gimel, Switzerland","Gimel, VAUD, CH",,MapQuest,city/town
39,46.604664,6.23377,"Le Sentier, Switzerland","Le Chenit, VAUD, CH",,MapQuest,city/town
40,46.619407,6.411548,"L'Isle, Switzerland","L'Isle, VAUD, CH",,MapQuest,city/town
41,46.61695,6.47243,"Cossonay-La Chaux, Switzerland","La Place, La Chaux (Cossonay), Vaud, CH",,MapQuest,street
42,46.638116,6.634695,"Echallens, Switzerland","Echallens, VAUD, CH",,MapQuest,city/town
43,46.619839,6.821521,"Rue, Switzerland","Rue, FRIBOURG, CH",,MapQuest,city/town
44,46.628415,6.938665,"La Joux, Switzerland","La Joux, FRIBOURG, CH",,MapQuest,city/town
45,46.614624,7.059381,"Bulle, Switzerland","Bulle, FRIBOURG, CH",,MapQuest,city/town
46,46.5838,7.082668,"Gruyères, Switzerland","Gruyères, FRIBOURG, CH",,MapQuest,city/town
47,46.61987,7.164581,"Charmey, Switzerland","Charmey, FRIBOURG, CH",,MapQuest,city/town
48,46.698611,6.923026,"Romont, Switzerland","Romont, FRIBOURG, CH",,MapQuest,city/town
49,46.696658,7.139348,"La Roche, Switzerland","La Roche, FRIBOURG, CH",,MapQuest,city/town
50,46.709179,6.840827,"Lucens, Switzerland","Lucens, VAUD, CH",,MapQuest,city/town
51,46.668066,6.800348,"Moudon, Switzerland","Moudon, VAUD, CH",,MapQuest,city/town
52,46.675524,6.682709,"Fey, Switzerland","Fey, VAUD, CH",,MapQuest,city/town
53,46.70625,6.56957,"Chavornay, Switzerland","Chavornay, VAUD, CH",,MapQuest,city/town
54,46.724144,6.531794,"Orbe, Switzerland","Orbe, VAUD, CH",,MapQuest,city/town
55,46.688355,6.389407,"Vaulion, Switzerland","Vaulion, VAUD, CH",,MapQuest,city/town
56,46.712171,6.378848,"Vallorbe, Switzerland","Vallorbe, VAUD, CH",,MapQuest,city/town
57,46.822185,6.501059,"Ste-Croix, Switzerland","Sainte-Croix, VAUD, CH",,MapQuest,city/town
58,46.808316,6.641661,"Grandson, Switzerland","Grandson, VAUD, CH",,MapQuest,city/town
59,46.798316,6.744502,"Yvonand, Switzerland","Yvonand, VAUD, CH",,MapQuest,city/town
60,46.749316,6.80876,"Combremont-le-Petit, Switzerland","Combremont-Le-Petit, VAUD, CH",,MapQuest,city/town
61,46.851196,6.84968,"Estavayer, Switzerland","Estavayer-Le-Lac, FRIBOURG, CH",,MapQuest,city/town
62,46.820805,6.939126,"Payerne, Switzerland","Payerne, VAUD, CH",,MapQuest,city/town
63,46.765379,7.016702,"Lentigny, Switzerland","La Brillaz, FRIBOURG, CH",,MapQuest,city/town
64,46.803004,7.151289,"Freiburg, Switzerland","Freiburg, FRIBOURG, CH",,MapQuest,city/town
65,46.865777,7.122228,"Courtepin, Switzerland","Courtepin, FRIBOURG, CH",,MapQuest,city/town
66,46.879575,7.040941,"Avenches, Switzerland","Avenches, VAUD, CH",,MapQuest,city/town
67,46.891352,6.982473,"St-Aubin, Switzerland","Saint-Aubin, CH",,MapQuest,city/town
68,46.89,6.905693,"Chevroux, Switzerland","Chevroux, VAUD, CH",,MapQuest,city/town
69,46.891352,6.982473,"St-Aubin, Switzerland","Saint-Aubin, CH",,MapQuest,city/town
70,46.337627,8.013465,"Buttes, Switzerland","Bitsch, VALAIS - WALLIS, CH",,MapQuest,city/town
71,46.904458,6.482069,"Les Verrières, Switzerland","Les Verrières, NEUCHÂTEL, CH",,MapQuest,city/town
72,46.882748,6.725756,"Môtiers, Switzerland","Mutrux, VAUD, CH",,MapQuest,city/town
73,46.955169,6.837271,"Boudry, Switzerland","Boudry, NEUCHÂTEL, CH",,MapQuest,city/town
74,46.956468,7.018542,"Cudrefin, Switzerland","Cudrefin, VAUD, CH",,MapQuest,city/town
75,46.989583,6.929264,"Neuchâtel, Switzerland","Neuchâtel, NEUCHÂTEL, CH",,MapQuest,city/town
76,46.999085,6.731711,"Les Ponts-de-Martel, Switzerland","Les Ponts-De-Martel, NEUCHÂTEL, CH",,MapQuest,city/town
77,46.982125,6.605188,"La Brévine, Switzerland","La Brévine, NEUCHÂTEL, CH",,MapQuest,city/town
78,47.055591,6.745454,"Le Locle, Switzerland","Le Locle, NEUCHÂTEL, CH",,MapQuest,city/town
79,47.059454,6.905384,"Cernier, Switzerland","Cernier, NEUCHÂTEL, CH",,MapQuest,city/town
80,47.007635,7.28664,"Landeron, Switzerland","Landerswil, BERN - BERNE, CH",,MapQuest,city/town
81,47.082839,7.066159,"Lignières, Switzerland","Lignières, NEUCHÂTEL, CH",,MapQuest,city/town
82,47.113691,7.084579,"Nods, Switzerland","Nods, BERN - BERNE, CH",,MapQuest,city/town
83,47.111833,6.838226,"La Chaux-de-Fonds, Switzerland","La Chaux-De-Fonds, NEUCHÂTEL, CH",,MapQuest,city/town
84,47.151775,6.997197,"St-Imier, Switzerland","Saint-Imier, BERN - BERNE, CH",,MapQuest,city/town
85,47.196789,7.170578,"Sonceboz, Switzerland","Sonceboz-Sombeval, BERN - BERNE, CH",,MapQuest,city/town
86,47.235771,7.224765,"Reconvilier, Switzerland","Reconvilier, BERN - BERNE, CH",,MapQuest,city/town
87,47.223677,7.103022,"Tramelan-Dessus, Switzerland","Tramelan, BERN - BERNE, CH",,MapQuest,city/town
88,47.2558,6.996359,"Saignelégier, Switzerland","Saignelégier, JURA, CH",,MapQuest,city/town
89,47.303311,7.224096,"Undervelier, Switzerland","Undervelier, JURA, CH",,MapQuest,city/town
90,47.279614,7.370419,"Moutier, Switzerland","Moutier, BERN - BERNE, CH",,MapQuest,city/town
91,47.338851,7.515419,"Mervelier, Switzerland","Mervelier, JURA, CH",,MapQuest,city/town
92,47.361961,7.354039,"Delémont, Switzerland","Delémont, JURA, CH",,MapQuest,city/town
93,47.337022,7.24424,"Bassecourt, Switzerland","Bassecourt, JURA, CH",,MapQuest,city/town
94,47.349307,7.120853,"St-Ursanne, Switzerland","Clos du Doubs, JURA, CH",,MapQuest,city/town
95,47.417049,7.07578,"Porrentruy, Switzerland","Porrentruy, JURA, CH",,MapQuest,city/town
96,47.373123,6.896769,"Damvant, Switzerland","Damvant, JURA, CH",,MapQuest,city/town
97,47.498184,7.012558,"Boncourt, Switzerland","Boncourt, JURA, CH",,MapQuest,city/town
98,47.476701,7.152302,"Bonfol, Switzerland","Bonfol, JURA, CH",,MapQuest,city/town
99,47.558108,7.587826,"Basel, Switzerland","Basel, BASEL-CITY, CH",,MapQuest,city/town
100,47.554386,7.792291,"Rheinfelden, Switzerland","Rheinfelden, ARGOVIA, CH",,MapQuest,city/town
101,47.19917,9.228339,"Stein, Switzerland","Stein, ST. GALLEN, CH",,MapQuest,city/town
102,47.560462,8.06017,"Laufenburg, Switzerland","Laufenburg, ARGOVIA, CH",,MapQuest,city/town
103,47.507508,8.020307,"Frick, Switzerland","Frick, ARGOVIA, CH",,MapQuest,city/town
104,47.519201,7.694474,"Pratteln, Switzerland","Pratteln, BASEL-LANDSCHAFT, CH",,MapQuest,city/town
105,47.498317,7.561237,"Therwil, Switzerland","Therwil, BASEL-LANDSCHAFT, CH",,MapQuest,city/town
106,47.481348,7.622783,"Dornach, Switzerland","Dornach, SOLOTHURN, CH",,MapQuest,city/town
107,47.483972,7.734778,"Liestal, Switzerland","Liestal, BASEL-LANDSCHAFT, CH",,MapQuest,city/town
108,47.463477,7.812564,"Sissach, Switzerland","Sissach, BASEL-LANDSCHAFT, CH",,MapQuest,city/town
109,47.440539,7.907641,"Wenslingen, Switzerland","Wenslingen, BASEL-LANDSCHAFT, CH",,MapQuest,city/town
110,47.43671,8.099952,"Thalheim, Switzerland","Thalheim, ARGOVIA, CH",,MapQuest,city/town
111,47.44735,8.13773,"Schinznach, Switzerland","Schinznach, CH",,MapQuest,city/town
112,47.392715,8.044445,"Aarau, Switzerland","Aarau, ARGOVIA, CH",,MapQuest,city/town
113,47.363788,7.967003,"Gösgen, Switzerland","Kraftwerkstrasse, Däniken, Amtei Olten-Gösgen, Solothurn, CH",,MapQuest,address
114,47.395816,7.854695,"Läufelfingen, Switzerland","Läufelfingen, BASEL-LANDSCHAFT, CH",,MapQuest,city/town
115,47.397426,7.691818,"Reigoldswil, Switzerland","Reigoldswil, BASEL-LANDSCHAFT, CH",,MapQuest,city/town
116,47.39474,7.619266,"Nunningen, Switzerland","Nunningen, SOLOTHURN, CH",,MapQuest,city/town
117,47.42241,7.502002,"Laufen, Switzerland","Laufen, BASEL-LANDSCHAFT, CH",,MapQuest,city/town
118,47.426237,7.417565,"Kleinlützel, Switzerland","Kleinlützel, SOLOTHURN, CH",,MapQuest,city/town
119,47.280649,7.525223,"Welschenrohr, Switzerland","Welschenrohr, SOLOTHURN, CH",,MapQuest,city/town
120,47.314037,7.694776,"Balsthal, Switzerland","Balsthal, SOLOTHURN, CH",,MapQuest,city/town
121,47.333129,7.836512,"Hägendorf, Switzerland","Hägendorf, SOLOTHURN, CH",,MapQuest,city/town
122,47.320642,7.89936,"Aarburg, Switzerland","Aarburg, ARGOVIA, CH",,MapQuest,city/town
123,47.288491,7.945826,"Zofingen, Switzerland","Zofingen, ARGOVIA, CH",,MapQuest,city/town
124,47.305452,8.052795,"Schöftland, Switzerland","Schöftland, ARGOVIA, CH",,MapQuest,city/town
125,47.310784,8.115696,"Unterkulm, Switzerland","Unterkulm, ARGOVIA, CH",,MapQuest,city/town
126,47.235197,8.076748,"Triengen, Switzerland","Triengen, LUZERN, CH",,MapQuest,city/town
127,47.213567,7.990113,"Dagmersellen, Switzerland","Dagmersellen, LUZERN, CH",,MapQuest,city/town
128,47.234607,7.816166,"Roggwil, Switzerland","Roggwil, BERN - BERNE, CH",,MapQuest,city/town
129,47.266248,7.692307,"Niederbipp, Switzerland","Niederbipp, BERN - BERNE, CH",,MapQuest,city/town
130,47.199531,7.585984,"Derendingen, Switzerland","Derendingen, SOLOTHURN, CH",,MapQuest,city/town
131,47.208136,7.538405,"Solothurn, Switzerland","Solothurn, SOLOTHURN, CH",,MapQuest,city/town
132,47.196838,7.396587,"Grenchen, Switzerland","Grenchen, SOLOTHURN, CH",,MapQuest,city/town
133,47.521079,8.330138,"Lengnau, Switzerland","Lengnau, ARGOVIA, CH",,MapQuest,city/town
134,47.142045,7.258567,"Biel, Switzerland","Biel/Bienne, BERN - BERNE, CH",,MapQuest,city/town
135,47.447666,7.668458,"Büren, Switzerland","Büren, CH",,MapQuest,city/town
136,47.129051,7.559255,"Utzenstorf, Switzerland","Utzenstorf, BERN - BERNE, CH",,MapQuest,city/town
137,47.188131,7.705705,"Herzogenbuchsee, Switzerland","Herzogenbuchsee, BERN - BERNE, CH",,MapQuest,city/town
138,47.136393,7.813343,"Rohrbach, Switzerland","Rohrbach, BERN - BERNE, CH",,MapQuest,city/town
139,47.121518,7.99659,"Willisau, Switzerland","Willisau, LUZERN, CH",,MapQuest,city/town
140,47.177483,8.109794,"Sursee, Switzerland","Sursee, LUZERN, CH",,MapQuest,city/town
141,47.05747,8.073151,"Wolhusen, Switzerland","Wolhusen, LUZERN, CH",,MapQuest,city/town
142,47.057067,7.91394,"Luthern, Switzerland","Luthern, LUZERN, CH",,MapQuest,city/town
143,47.028565,7.744983,"Sumiswald, Switzerland","Sumiswald, BERN - BERNE, CH",,MapQuest,city/town
144,47.058688,7.623159,"Burgdorf, Switzerland","Burgdorf, BERN - BERNE, CH",,MapQuest,city/town
145,47.090408,7.447345,"Messen, Switzerland","Messen, SOLOTHURN, CH",,MapQuest,city/town
146,47.044335,7.2753,"Aarberg, Switzerland","Aarberg, BERN - BERNE, CH",,MapQuest,city/town
147,47.112581,7.171505,"Twann, Switzerland","Twann, BERN - BERNE, CH",,MapQuest,city/town
148,47.005886,7.105626,"Ins, Switzerland","Ins, BERN - BERNE, CH",,MapQuest,city/town
149,46.976132,7.197283,"Kerzers, Switzerland","Kerzers, FRIBOURG, CH",,MapQuest,city/town
150,47.021332,7.45192,"Münchenbuchsee, Switzerland","Münchenbuchsee, BERN - BERNE, CH",,MapQuest,city/town
151,46.992113,8.064519,"Entlebuch, Switzerland","Entlebuch, LUZERN, CH",,MapQuest,city/town
152,46.913477,7.937008,"Escholzmatt, Switzerland","Escholzmatt, LUZERN, CH",,MapQuest,city/town
153,46.922889,7.846683,"Trubschachen, Switzerland","Trubschachen, BERN - BERNE, CH",,MapQuest,city/town
154,46.948276,7.451501,"Bern, Switzerland","Berne, BERN - BERNE, CH",,MapQuest,city/town
155,46.928408,7.116332,"Murten, Switzerland","Murten, FRIBOURG, CH",,MapQuest,city/town
156,46.892804,7.175773,"Gurmels, Switzerland","Gurmels, FRIBOURG, CH",,MapQuest,city/town
157,46.851196,7.190354,"Düdingen, Switzerland","Düdingen, FRIBOURG, CH",,MapQuest,city/town
158,46.903302,7.239642,"Laupen, Switzerland","Laupen, BERN - BERNE, CH",,MapQuest,city/town
159,46.875973,7.278834,"Wünnewil, Switzerland","Wünnewil-Flamatt, FRIBOURG, CH",,MapQuest,city/town
160,46.88978,7.498388,"Belp, Switzerland","Belp, BERN - BERNE, CH",,MapQuest,city/town
161,46.873978,7.563194,"Münsingen, Switzerland","Münsingen, BERN - BERNE, CH",,MapQuest,city/town
162,46.874873,7.796291,"Eggiwil, Switzerland","Eggiwil, BERN - BERNE, CH",,MapQuest,city/town
163,46.730728,8.051004,"Brienz, Switzerland","Brienz, BERN - BERNE, CH",,MapQuest,city/town
164,46.716429,7.71607,"Sigriswil, Switzerland","Sigriswil, BERN - BERNE, CH",,MapQuest,city/town
165,46.758283,7.628086,"Thun, Switzerland","Thun, BERN - BERNE, CH",,MapQuest,city/town
166,46.793095,7.602917,"Heimberg, Switzerland","Heimberg, BERN - BERNE, CH",,MapQuest,city/town
167,46.767234,7.50719,"Wattenwil, Switzerland","Wattenwil, BERN - BERNE, CH",,MapQuest,city/town
168,46.82128,7.376392,"Elisried-Schwarzenburg, Switzerland","Elisried, BERN - BERNE, CH",,MapQuest,city/town
169,46.761502,7.210014,"Giffers, Switzerland","Giffers, FRIBOURG, CH",,MapQuest,city/town
170,46.741454,7.28651,"Plaffeien, Switzerland","Plaffeien, FRIBOURG, CH",,MapQuest,city/town
171,46.611395,7.276131,"Jaun, Switzerland","Jaun, FRIBOURG, CH",,MapQuest,city/town
172,47.301611,8.591533,"Erlenbach, Switzerland","Erlenbach, ZURICH, CH",,MapQuest,city/town
173,46.691947,7.677466,"Spiez, Switzerland","Spiez, BERN - BERNE, CH",,MapQuest,city/town
174,46.685523,7.858514,"Interlaken, Switzerland","Interlaken, BERN - BERNE, CH",,MapQuest,city/town
175,46.624273,8.036746,"Grindelwald, Switzerland","Grindelwald, BERN - BERNE, CH",,MapQuest,city/town
176,46.737906,8.205257,"Hasliberg, Switzerland","Hasliberg, BERN - BERNE, CH",,MapQuest,city/town
177,46.6557,8.289223,"Guttannen, Switzerland","Guttannen, BERN - BERNE, CH",,MapQuest,city/town
178,46.559458,7.892932,"Mürren, Switzerland","Mürren, BERN - BERNE, CH",,MapQuest,city/town
179,46.587502,7.643833,"Frutigen, Switzerland","Frutigen, BERN - BERNE, CH",,MapQuest,city/town
180,46.553261,7.373806,"Zweisimmen, Switzerland","Zweisimmen, BERN - BERNE, CH",,MapQuest,city/town
181,47.327748,9.22689,"Saanen-Gstaad, Switzerland","Schönengrund, APPENZELL AUSSERRHODEN, CH",,MapQuest,city/town
182,46.38512,7.269732,"Gsteig, Switzerland","Gsteig, BERN - BERNE, CH",,MapQuest,city/town
183,46.455888,7.441698,"Lenk, Switzerland","Lenk, BERN - BERNE, CH",,MapQuest,city/town
184,46.492721,7.558762,"Adelboden, Switzerland","Adelboden, BERN - BERNE, CH",,MapQuest,city/town
185,46.497587,7.675664,"Kandersteg, Switzerland","Kandersteg, BERN - BERNE, CH",,MapQuest,city/town
186,46.403995,7.78361,"Wiler, Switzerland","Wiler, CH",,MapQuest,city/town
187,46.538811,8.363232,"Oberwald, Switzerland","Obergoms, VALAIS - WALLIS, CH",,MapQuest,city/town
188,47.279614,7.370419,"Münster, Switzerland","Moutier, BERN - BERNE, CH",,MapQuest,city/town
189,46.806592,9.257625,"Lax, Switzerland","Laax, GRAUBÜNDEN - GRIGIONI - GRISCHUN, CH",,MapQuest,city/town
190,46.36457,8.184374,"Binn, Switzerland","Binn, VALAIS - WALLIS, CH",,MapQuest,city/town
191,46.316346,7.987947,"Brig, Switzerland","Brig-Glis, VALAIS - WALLIS, CH",,MapQuest,city/town
192,46.291311,7.881192,"Visp, Switzerland","Visp, VALAIS - WALLIS, CH",,MapQuest,city/town
193,46.273178,7.86562,"Zeneggen, Switzerland","Zeneggen, VALAIS - WALLIS, CH",,MapQuest,city/town
194,46.309934,7.799589,"Raron, Switzerland","Raron, VALAIS - WALLIS, CH",,MapQuest,city/town
195,46.301121,7.701742,"Turtmann, Switzerland","Turtmann, VALAIS - WALLIS, CH",,MapQuest,city/town
196,46.314982,7.645981,"Leuk, Switzerland","Leuk, CH",,MapQuest,city/town
197,46.022227,7.7494,"Zermatt, Switzerland","Zermatt, VALAIS - WALLIS, CH",,MapQuest,city/town
198,46.127844,7.937005,"Saas-Grund, Switzerland","Saas-Grund, VALAIS - WALLIS, CH",,MapQuest,city/town
199,47.139085,6.966539,"Simpeln, Switzerland","Sonvilier, BERN - BERNE, CH",,MapQuest,city/town
200,47.748379,8.482756,"Schleitheim, Switzerland","Schleitheim, SCHAFFHAUSEN, CH",,MapQuest,city/town
201,47.734522,8.57974,"Hemmenthal, Switzerland","Hemmental, SCHAFFHAUSEN, CH",,MapQuest,city/town
202,47.74595,8.706769,"Thayngen, Switzerland","Thayngen, SCHAFFHAUSEN, CH",,MapQuest,city/town
203,47.687532,8.749267,"Diessenhofen, Switzerland","Diessenhofen, THURGAU, CH",,MapQuest,city/town
204,47.696049,8.634513,"Schaffhausen, Switzerland","Schaffhausen, SCHAFFHAUSEN, CH",,MapQuest,city/town
205,47.696528,8.457861,"Hallau, Switzerland","Hallau, SCHAFFHAUSEN, CH",,MapQuest,city/town
206,47.586562,8.294469,"Zurzach, Switzerland","Bad Zurzach, ARGOVIA, CH",,MapQuest,city/town
207,47.581005,8.250009,"Klingnau, Switzerland","Klingnau, ARGOVIA, CH",,MapQuest,city/town
208,46.879645,7.663077,"Oberendingen, Switzerland","Oberhünigen, BERN - BERNE, CH",,MapQuest,city/town
209,47.568452,8.418364,"Kaiserstuhl, Switzerland","Kaiserstuhl, ARGOVIA, CH",,MapQuest,city/town
210,47.573321,8.523983,"Eglisau, Switzerland","Eglisau, ZURICH, CH",,MapQuest,city/town
211,47.595333,8.679434,"Andelfingen, Switzerland","Andelfingen, ZURICH, CH",,MapQuest,city/town
